Id,SalePrice
1461,124990.55432339986
1462,157914.820185931
1463,184955.86751330039
1464,183684.31084817013
1465,189785.30160819454
1466,175002.5928159052
1467,175162.3991687467
1468,170486.77169185737
1469,180779.12880795175
1470,119845.04717503095
1471,190630.13392891595
1472,93456.65845044304
1473,98674.31396125925
1474,153405.81800727823
1475,132874.2847980635
1476,381057.8173813302
1477,254337.70715524696
1478,292564.8493289887
1479,270227.4221103247
1480,487545.57377728063
1481,327650.0340932772
1482,204979.21277736232
1483,174055.21155115467
1484,168317.72486160052
1485,168769.21051864635
1486,197080.05213270767
1487,327797.05535683973
1488,231224.41027736932
1489,206914.8387923662
1490,224314.51402969327
1491,186473.42957216426
1492,101172.92894540119
1493,173081.61721784176
1494,284697.04284193617
1495,285525.3750806147
1496,225026.89629240753
1497,194935.00776559074
1498,159052.62458484955
1499,159899.7609353828
1500,157052.84713927587
1501,176313.56146759086
1502,152559.58874470278
1503,290281.1781618042
1504,237031.19690282713
1505,227935.71975621118
1506,177238.96286921838
1507,235071.6288824026
1508,212060.7356170999
1509,162186.05238550698
1510,150565.63568631886
1511,142641.36468698984
1512,172162.00236583414
1513,140835.50632462124
1514,175409.34723979997
1515,175138.69868203066
1516,153477.06355537882
1517,157346.62664859905
1518,128397.06421074361
1519,201936.43355208632
1520,134639.90045771858
1521,133708.08513814182
1522,164673.61461001064
1523,110350.82855105141
1524,127720.22423260784
1525,124549.18817700006
1526,124779.18285858094
1527,109675.39523672372
1528,133303.2765793671
1529,145209.31106016965
1530,172389.47398368386
1531,109569.34127007991
1532,104904.06508188893
1533,141069.87704569165
1534,114506.81377003923
1535,154022.626961392
1536,115015.51444288815
1537,68772.94940973814
1538,187292.3529217732
1539,233177.4881691313
1540,115881.67511851538
1541,146998.0236009188
1542,143795.08627564218
1543,209413.5049217113
1544,94285.14166024853
1545,110346.77482997905
1546,129343.13800309836
1547,142503.51080176682
1548,137111.2447530803
1549,110048.09891203075
1550,142159.66278674745
1551,117002.10645342074
1552,116487.74727979208
1553,150337.60476652396
1554,108229.15408943521
1555,177970.30536850553
1556,114104.27175104109
1557,121518.87839855389
1558,93277.2572817073
1559,107228.97865573461
1560,145855.81729167534
1561,133589.56828345807
1562,125722.90619173365
1563,119014.54992578548
1564,143288.76775555313
1565,145151.3793856176
1566,236628.35237058884
1567,63759.04489181765
1568,235192.78772200196
1569,141868.17668195747
1570,141256.5011718551
1571,115814.45063505389
1572,143362.70878461938
1573,221716.18513955252
1574,117106.04609016853
1575,214722.6013882363
1576,220338.46930843173
1577,192270.12937328732
1578,155926.20689800207
1579,145941.37277777834
1580,189262.55316627276
1581,148893.57351982515
1582,133269.1298351997
1583,341942.23391931725
1584,222280.721791157
1585,141525.77661311062
1586,64873.83931728186
1587,97046.96089030354
1588,145536.1857989141
1589,89029.39492881132
1590,132564.1582510871
1591,97263.33097147907
1592,126992.96713817488
1593,128407.88222921819
1594,142918.5841772536
1595,114476.25162971475
1596,236751.6038535617
1597,216258.7054768481
1598,195539.8970939514
1599,202115.693257384
1600,189008.5892117637
1601,66683.49606841702
1602,109762.9626193296
1603,98161.54430989696
1604,285352.18450485764
1605,235311.8039176773
1606,170505.82174640792
1607,166381.34825826125
1608,214626.91416204104
1609,190473.48426153127
1610,163380.1449580685
1611,137479.36017242237
1612,151559.13997532826
1613,156261.91075872642
1614,124350.61067317889
1615,91055.11783202249
1616,77734.85918253267
1617,93153.58840860223
1618,124061.97163729048
1619,140113.8075914566
1620,178720.1707166566
1621,135531.88039933358
1622,145464.72793151037
1623,291447.8915290606
1624,207486.08041383137
1625,123326.88150520118
1626,162178.82247593647
1627,185502.59576790367
1628,269283.6975146257
1629,174111.9315088279
1630,406947.15771787567
1631,225511.26954862257
1632,256198.72979347542
1633,167305.51537391482
1634,183893.7171745795
1635,178132.15988646983
1636,158726.10433335498
1637,197963.88345758396
1638,202922.5561087036
1639,179820.7551512843
1640,246289.08916503788
1641,179012.49928688613
1642,222813.4440410267
1643,222300.8803902331
1644,226563.69802879062
1645,184843.12743548548
1646,157089.488291149
1647,153421.04035310555
1648,134453.11801796954
1649,140716.89100811468
1650,120388.73169958797
1651,121185.39903134204
1652,97095.65920485517
1653,100981.36803550873
1654,153630.74289021926
1655,154897.69678514943
1656,152055.02908685582
1657,156185.31528285684
1658,151789.3488753104
1659,138496.747042824
1660,151156.00520566985
1661,484327.58080154186
1662,398092.15995339036
1663,371579.89114149637
1664,485452.78716161253
1665,320195.5177932261
1666,361525.170694078
1667,365636.43910761387
1668,343053.73820486525
1669,299916.8021408065
1670,346333.6927422675
1671,268174.5327506101
1672,467490.49367175077
1673,336545.4616034489
1674,252930.03231096364
1675,188745.8246930445
1676,188701.025360521
1677,227052.33183431538
1678,458670.7656177547
1679,420300.03079770063
1680,327150.1680932216
1681,273044.90424513054
1682,316751.43494933576
1683,182224.1678676749
1684,166193.13596341823
1685,171063.74460880403
1686,168611.80157816102
1687,165094.1630421982
1688,187365.1040058382
1689,187943.82741671088
1690,183115.07840393326
1691,171592.2685235269
1692,257065.5017992521
1693,166284.71350673464
1694,184239.9160697866
1695,165865.49332097932
1696,270861.8917334463
1697,167952.94702162812
1698,368306.9189517983
1699,334234.54496493045
1700,247815.19022772345
1701,263519.8946981902
1702,263073.61990233563
1703,255806.22176407807
1704,315363.50614479766
1705,223328.4737229382
1706,456674.2295534953
1707,210570.76577303902
1708,215273.06561674067
1709,292141.7199611974
1710,224051.77886899957
1711,256555.13377486356
1712,247745.35310251953
1713,276474.4801567045
1714,231397.3112265211
1715,208520.12715487846
1716,184591.4903214139
1717,175860.31077806067
1718,142235.45442472855
1719,197887.62333647304
1720,250647.4537143872
1721,168805.62202404474
1722,133891.8846150565
1723,157766.1077791546
1724,199973.15651570485
1725,228975.95670585588
1726,193260.02769405898
1727,159834.07323937668
1728,177122.95653566357
1729,164481.284753724
1730,164078.7118769493
1731,121569.79199146167
1732,124411.78131896959
1733,111539.62408981442
1734,125740.81348776777
1735,134091.42068285288
1736,120890.20859500395
1737,373042.1904725103
1738,230259.00825128137
1739,310437.9656041441
1740,215790.88375894615
1741,194669.19160010602
1742,176140.76906555903
1743,169866.42727226758
1744,301611.2694100636
1745,225890.44209933077
1746,254261.1181411991
1747,217681.33896686794
1748,219001.15058915815
1749,155940.05272267965
1750,149879.21310041266
1751,243474.69353168475
1752,120800.90567261993
1753,133785.6298595292
1754,205195.6630434891
1755,167703.02091702115
1756,127401.83077733785
1757,118412.94999690313
1758,142371.59309199476
1759,170709.38615250203
1760,157467.49614922822
1761,146800.05331861923
1762,179919.51608829896
1763,171190.54216081533
1764,119895.71928531316
1765,159886.02702834827
1766,169006.5606818251
1767,206171.58431257942
1768,141805.66597980575
1769,175294.3265322703
1770,145206.22564637748
1771,135899.87380954085
1772,138769.9743761033
1773,135977.0244658377
1774,121171.45566547113
1775,140515.89440228653
1776,123384.75967321193
1777,114809.76203790569
1778,133243.87404198473
1779,113917.62748927381
1780,174947.9937638807
1781,130670.50220102078
1782,87112.87788096104
1783,132217.37821120405
1784,101938.7900592229
1785,118899.13417825836
1786,125012.16700607073
1787,154393.928100946
1788,63058.07469280535
1789,98788.27029231147
1790,75926.56462086068
1791,174855.64488964414
1792,161767.1939957128
1793,141288.79456218384
1794,143204.1829235379
1795,137052.16763996478
1796,123142.84575198367
1797,118547.85888546922
1798,125287.35557621546
1799,115494.78761706932
1800,125509.15623540652
1801,135539.41658597862
1802,123824.1166632144
1803,141937.57654054603
1804,140516.34082923015
1805,134144.2215267659
1806,115617.96267208675
1807,153209.51308629967
1808,119036.0236650496
1809,122463.47333839317
1810,140189.91125933072
1811,99571.26040351478
1812,101115.09351579257
1813,120599.32504258296
1814,94789.80441059453
1815,58451.34625130733
1816,102293.16859745522
1817,114118.82220887087
1818,154245.3022728865
1819,111532.02136725927
1820,67180.57439823306
1821,102780.48397280274
1822,147993.3906171537
1823,55498.30000171588
1824,139316.72625173736
1825,128483.74066432213
1826,102979.03350791075
1827,107463.4443908472
1828,136776.1487360159
1829,123425.52904860911
1830,137560.62268003722
1831,158922.93275948465
1832,89927.5847541795
1833,139241.7284989505
1834,122609.27317132326
1835,141361.4345735951
1836,132462.3641253128
1837,100620.58439822649
1838,133690.50906980442
1839,91490.77868915137
1840,164833.3916988277
1841,147435.17354683293
1842,76820.4753705997
1843,141002.29165752485
1844,131975.49103674962
1845,126216.7777210463
1846,153273.57233588005
1847,167884.45296566034
1848,57897.1536829183
1849,112193.88991438659
1850,121948.03733458526
1851,149581.5852428956
1852,125451.69571020501
1853,136850.97230335613
1854,168561.73958779994
1855,147667.2623342377
1856,212435.81084646872
1857,165345.92785095313
1858,131485.97763848765
1859,123908.3647194955
1860,155634.1808703698
1861,123369.52553712712
1862,302678.5153091784
1863,297793.5780201576
1864,297793.5780201576
1865,315309.5259405547
1866,323538.16271007276
1867,246486.90609729767
1868,295651.06712636945
1869,204755.97089092043
1870,250647.941923677
1871,247146.5241762983
1872,166962.28895997006
1873,221990.17499823554
1874,140750.28869681054
1875,201998.80043918567
1876,192369.63431670427
1877,209196.87934978737
1878,207888.2767137775
1879,128149.08144330153
1880,137395.41298191738
1881,241355.05109072244
1882,242963.05538009154
1883,197898.55204945352
1884,211323.42354856545
1885,268981.8576355209
1886,287612.4787264639
1887,200916.62265508965
1888,303023.1611783986
1889,164494.56577065075
1890,141634.68765798758
1891,141080.03810412425
1892,100326.36242687525
1893,135409.60933560875
1894,126507.58300516871
1895,146650.6534982772
1896,118722.95674379512
1897,117428.33723802594
1898,110129.02543804073
1899,155105.78937914755
1900,157064.2115354949
1901,179675.92908522813
1902,154271.3014488444
1903,235880.28532220586
1904,140529.47612938716
1905,194341.11372194748
1906,181664.7009788287
1907,219264.31229771514
1908,116187.35148489857
1909,146230.14810813696
1910,128221.18213097275
1911,211597.34298186487
1912,295210.06677085
1913,136079.43006665487
1914,72432.13850858147
1915,326555.99649648333
1916,69309.87416170421
1917,251285.09746458312
1918,137663.657265848
1919,165767.01462909384
1920,137155.87355822444
1921,399898.23564212397
1922,317591.02585045557
1923,219906.96955311176
1924,236585.4886431237
1925,218306.78227241253
1926,380750.4259156811
1927,132252.176104828
1928,156414.7046713967
1929,127492.8742432739
1930,128339.9602291683
1931,138940.26193319395
1932,135397.349689177
1933,169324.9088297613
1934,181867.54372656357
1935,175484.81034673384
1936,187053.61073800368
1937,181055.1856453507
1938,176030.64910201693
1939,239079.8616178147
1940,189658.6718432787
1941,175545.78684576915
1942,189821.5475385922
1943,193409.62970326204
1944,318593.3923133262
1945,380687.1078025203
1946,156127.3480713445
1947,322977.1140658461
1948,174504.9106163123
1949,237919.02038849745
1950,180288.37315472416
1951,264940.5649431708
1952,232584.05111633532
1953,170551.71093124428
1954,201942.70450880256
1955,137956.23827073988
1956,325214.3374346711
1957,159140.1628029137
1958,293347.6194020765
1959,134666.19779897758
1960,115922.92882708745
1961,121415.9824225673
1962,100851.21059076488
1963,104692.85694738463
1964,109824.46137887792
1965,149138.94140610704
1966,145894.09499157223
1967,291741.95608675474
1968,438210.414489755
1969,411303.2439436845
1970,454735.4228068555
1971,437820.92666502437
1972,378146.4471711888
1973,282097.80512590305
1974,292405.8740823513
1975,481736.6569246147
1976,275388.0106909838
1977,362189.5714113113
1978,365557.8970581603
1979,330457.7431682418
1980,198752.4398456363
1981,332793.53235205665
1982,236020.98919171555
1983,216926.2207419679
1984,168332.82224378872
1985,214342.32161387667
1986,214352.5437157663
1987,178447.88162484643
1988,175307.34570552417
1989,187681.85137711413
1990,216222.6721893017
1991,226622.18317001528
1992,210600.8356965284
1993,165733.51742171237
1994,252666.62783892042
1995,182007.31117538497
1996,241557.0110101821
1997,293175.4088729217
1998,395641.47912541014
1999,266594.6428728036
2000,291697.936288687
2001,253696.76769984342
2002,238377.88628336834
2003,256229.42998875625
2004,271748.45202606014
2005,221270.91311686166
2006,229989.3144273984
2007,250832.4645924801
2008,212423.8504145922
2009,193145.87485586543
2010,188026.83687860862
2011,151164.76741281568
2012,172404.0734859343
2013,179962.48870051312
2014,186330.853146353
2015,199291.9341168341
2016,192610.60211254784
2017,198698.01076400513
2018,124732.71005319591
2019,132826.1188968404
2020,115371.2115451659
2021,107445.38553878578
2022,182017.0548040367
2023,132937.2592840619
2024,242138.55563240536
2025,393305.7418322929
2026,169232.56882389332
2027,155317.23737587055
2028,161337.55542904697
