Id,SalePrice
1461,128007.63401535756
1462,158239.23940172372
1463,183494.80957051797
1464,181660.14169558274
1465,186681.9249438676
1466,175821.03254148355
1467,172899.31159318652
1468,170360.7777487129
1469,177474.66774253576
1470,119520.9940177389
1471,196139.91161647945
1472,96726.92442854196
1473,99631.32814485187
1474,152927.7296763847
1475,132859.58115766736
1476,379011.1742497427
1477,255875.19062591577
1478,290693.1280827941
1479,252862.0757386818
1480,485598.9555397032
1481,307724.2735694761
1482,206501.18909946294
1483,176843.84158499824
1484,170242.14665482502
1485,173720.35675894536
1486,195884.13229133753
1487,330595.47830823576
1488,235470.68092516356
1489,208215.29617377892
1490,218787.51803965622
1491,183145.37771993835
1492,101583.16918448466
1493,177043.6411828735
1494,278853.04831491265
1495,277383.77919659653
1496,229574.0215358288
1497,183984.01659922462
1498,158009.2225633627
1499,157296.6974301695
1500,154778.38775994544
1501,170775.93534950318
1502,153263.25315873628
1503,294209.2294190764
1504,237431.3804495458
1505,226512.5321771107
1506,179710.87414714764
1507,232696.61094373767
1508,214650.40765819387
1509,167418.9026153268
1510,147571.33934340367
1511,144108.86713570834
1512,168087.58828709816
1513,134761.52497376807
1514,162193.6385006219
1515,182773.66964045126
1516,155842.65845460744
1517,155575.1253956542
1518,121272.13708934271
1519,206991.24910423753
1520,138255.518662438
1521,142993.9075236097
1522,164998.3937671169
1523,114466.05428942043
1524,128069.46618629014
1525,129770.22441695805
1526,125757.8071520419
1527,101058.20966703493
1528,133447.7825467861
1529,145461.8356578045
1530,170518.2155362902
1531,111700.849803978
1532,104510.3346320932
1533,141325.1316860579
1534,118374.43271873414
1535,160315.4776300523
1536,120965.93194452694
1537,71360.7275752879
1538,185105.13926888513
1539,234126.7489577351
1540,93520.50374393056
1541,150832.19721064248
1542,143446.46561376148
1543,214106.4808075127
1544,83426.01480749661
1545,111820.87210249432
1546,122188.30428363825
1547,142714.7701478124
1548,138137.76502162925
1549,116842.6327953863
1550,140682.42485303574
1551,117027.77230897316
1552,120152.59179576451
1553,157391.8320029276
1554,110058.95763475721
1555,190336.49933306416
1556,120152.19270592899
1557,126287.71325009757
1558,91408.5550497004
1559,105091.6718194109
1560,153695.32714968533
1561,129034.17712927295
1562,129594.73772929632
1563,121004.82397494759
1564,150493.9934543514
1565,147160.4634595388
1566,230832.4021028013
1567,68113.81209028549
1568,239802.6788238245
1569,141257.80428258106
1570,130412.07729250484
1571,131362.7785332794
1572,144583.3210865671
1573,224522.2040115607
1574,118637.93940033714
1575,207471.84290266887
1576,220563.1898913714
1577,195618.49142639834
1578,156425.6329796547
1579,145911.0421241566
1580,192840.24675417528
1581,144494.0099785616
1582,136515.0778822325
1583,331436.8485004007
1584,227920.7331032325
1585,142812.32629900222
1586,78287.97059666114
1587,97149.06718274477
1588,148434.61104597064
1589,99874.63102741858
